age,brand,model,price_usd,sentiment,country,language,verified_purchase,review_length,word_count,source
19,Realme,Realme Narzo 70,494.8,Neutral,Canada,English,True,71,14,Amazon
35,Google,Pixel 7a,1060.5,Neutral,Germany,German,True,62,11,Amazon
31,Apple,iPhone SE,1488.43,Positive,UK,English,True,50,8,eBay
41,Xiaomi,Poco X6,578.11,Positive,UK,English,False,56,10,Flipkart
32,Xiaomi,Mi 13 Pro,622.38,Positive,Australia,English,False,55,11,Amazon
23,Google,Pixel 7a,913.15,Neutral,Brazil,Portuguese,False,71,14,AliExpress
18,Samsung,Galaxy Note 20,1034.6,Negative,Germany,German,True,51,6,BestBuy
52,Samsung,Galaxy A55,973.1,Positive,Canada,English,True,74,12,Amazon
41,Motorola,Edge 50,544.92,Positive,Canada,English,True,58,10,AliExpress
28,OnePlus,OnePlus Nord 3,557.86,Positive,Australia,English,True,66,11,Amazon
30,OnePlus,OnePlus 11R,811.19,Positive,UAE,English,True,56,10,Flipkart
30,OnePlus,OnePlus 12,361.37,Positive,India,Hindi,False,74,12,AliExpress
42,OnePlus,OnePlus Nord 3,505.72,Negative,Germany,German,True,54,12,Amazon
32,Motorola,Edge 50,315.59,Neutral,Australia,English,False,80,15,eBay
24,Xiaomi,Poco X6,299.47,Neutral,Germany,German,True,62,10,Amazon
46,OnePlus,OnePlus 12,725.79,Negative,Brazil,Portuguese,True,59,9,AliExpress
18,OnePlus,OnePlus 11R,981.51,Positive,UAE,English,False,65,11,AliExpress
23,Google,Pixel 7a,671.4,Neutral,USA,English,False,68,11,Amazon
30,Apple,iPhone 15 Pro,1428.8,Negative,UAE,English,True,55,8,eBay
30,Google,Pixel 7a,571.46,Positive,Canada,English,True,62,11,Flipkart
21,Google,Pixel 6,880.58,Neutral,Canada,English,True,75,14,Flipkart
27,Realme,Realme Narzo 70,519.84,Positive,India,Hindi,True,56,9,BestBuy
25,OnePlus,OnePlus 12,437.34,Negative,Brazil,Portuguese,True,61,10,Flipkart
33,Xiaomi,Mi 13 Pro,353.41,Positive,USA,English,False,74,12,Amazon
32,Samsung,Galaxy Z Flip,510.16,Neutral,UK,English,True,68,11,Amazon
19,Motorola,Razr 40,746.46,Positive,USA,English,False,63,11,Flipkart
18,Realme,Realme 12 Pro,311.93,Negative,Canada,English,True,54,6,Amazon
18,Realme,Realme 12 Pro,298.56,Positive,Canada,English,True,71,13,Amazon
32,Samsung,Galaxy S24,958.16,Positive,Germany,German,True,55,10,eBay
27,Xiaomi,Mi 13 Pro,504.79,Positive,Canada,English,True,69,13,BestBuy
18,Realme,Realme Narzo 70,534.22,Neutral,UK,English,True,57,9,AliExpress
47,Google,Pixel 7a,940.19,Positive,Germany,German,False,70,13,Flipkart
38,Motorola,Moto G Power,259.77,Neutral,Australia,English,True,68,11,Flipkart
26,Realme,Realme Narzo 70,259.23,Negative,India,Hindi,False,51,6,eBay
27,Motorola,Edge 50,659.92,Negative,UK,English,True,67,13,eBay
40,Samsung,Galaxy Note 20,489.2,Positive,India,Hindi,True,72,12,Amazon
18,Realme,Realme Narzo 70,489.68,Positive,USA,English,False,55,11,Flipkart
49,Apple,iPhone 13,778.81,Neutral,India,Hindi,True,56,11,AliExpress
43,Xiaomi,Redmi Note 13,425.3,Negative,USA,English,True,51,6,AliExpress
33,Realme,Realme 12 Pro,324.12,Positive,India,Hindi,True,74,12,Amazon
23,Google,Pixel 8,982.28,Positive,Australia,English,True,60,10,Amazon
18,OnePlus,OnePlus 11R,793.62,Positive,Brazil,Portuguese,True,58,9,Flipkart
33,Apple,iPhone SE,1271.91,Positive,Canada,English,True,54,8,Flipkart
22,Google,Pixel 6,937.49,Negative,India,Hindi,True,56,7,AliExpress
18,OnePlus,OnePlus 12,536.29,Positive,UAE,English,True,61,10,Amazon
18,Samsung,Galaxy A55,1032.69,Positive,Canada,English,True,47,9,Flipkart
38,Google,Pixel 7a,585.3,Negative,Germany,German,True,55,8,eBay
30,Motorola,Razr 40,649.47,Neutral,UAE,English,False,66,13,eBay
37,OnePlus,OnePlus 11R,721.34,Negative,UAE,English,False,46,10,BestBuy
32,Xiaomi,Redmi Note 13,327.54,Positive,Australia,English,True,64,11,Amazon
19,Motorola,Edge 50,514.92,Neutral,India,Hindi,True,66,13,eBay
49,Google,Pixel 6,936.23,Positive,Canada,English,True,71,13,eBay
44,Google,Pixel 8,795.82,Positive,India,Hindi,True,59,9,Flipkart
18,Apple,iPhone 14,769.86,Negative,Germany,German,True,55,10,eBay
22,Samsung,Galaxy S24,566.88,Neutral,Brazil,Portuguese,True,68,14,Flipkart
24,Apple,iPhone 14,742.67,Positive,India,Hindi,False,54,8,AliExpress
53,Google,Pixel 6,919.12,Neutral,India,Hindi,True,65,10,Flipkart
18,OnePlus,OnePlus 11R,938.06,Negative,UK,English,True,56,7,AliExpress
19,OnePlus,OnePlus Nord 3,641.09,Negative,UK,English,True,56,8,Flipkart
19,Realme,Realme 12 Pro,436.59,Negative,Canada,English,True,55,6,BestBuy
30,Samsung,Galaxy Z Flip,1289.9,Negative,Canada,English,True,57,9,Flipkart
18,Google,Pixel 7a,653.49,Neutral,Australia,English,True,59,10,eBay
29,Motorola,Moto G Power,307.82,Neutral,USA,English,False,61,12,Amazon
25,Samsung,Galaxy Z Flip,478.76,Positive,UAE,English,True,74,12,BestBuy
40,Apple,iPhone 15 Pro,1227.53,Neutral,Germany,German,False,57,9,Amazon
29,Motorola,Moto G Power,775.29,Neutral,Australia,English,True,66,9,AliExpress
27,Realme,Realme Narzo 70,337.77,Positive,India,Hindi,True,58,10,Flipkart
33,Realme,Realme 12 Pro,342.43,Positive,Brazil,Portuguese,True,81,14,eBay
29,Google,Pixel 6,664.49,Positive,UAE,English,True,55,11,BestBuy
39,Samsung,Galaxy Note 20,951.23,Neutral,USA,English,True,72,10,Flipkart
28,Realme,Realme 12 Pro,541.22,Positive,Brazil,Portuguese,True,56,10,Flipkart
34,Google,Pixel 8,777.24,Positive,India,Hindi,False,60,10,AliExpress
18,Motorola,Moto G Power,347.12,Neutral,Canada,English,True,65,10,Amazon
29,Motorola,Moto G Power,605.9,Neutral,Brazil,Portuguese,True,71,14,BestBuy
19,Motorola,Razr 40,448.57,Neutral,Canada,English,True,75,14,Amazon
33,Google,Pixel 6,636.37,Positive,Australia,English,False,65,11,AliExpress
28,OnePlus,OnePlus 11R,452.73,Neutral,Australia,English,False,62,11,Flipkart
40,Apple,iPhone 14,1494.71,Negative,India,Hindi,True,53,9,BestBuy
21,Samsung,Galaxy A55,808.97,Negative,Canada,English,True,59,9,eBay
41,Realme,Realme 12 Pro,480.98,Positive,Brazil,Portuguese,True,51,9,Amazon
29,Google,Pixel 8,593.14,Negative,Germany,German,False,59,9,eBay
36,OnePlus,OnePlus Nord 3,691.68,Negative,Australia,English,True,55,8,Amazon
35,Google,Pixel 6,981.0,Positive,USA,English,True,60,12,Amazon
32,Realme,Realme 12 Pro,392.67,Positive,USA,English,False,71,12,Amazon
35,Realme,Realme Narzo 70,526.47,Neutral,USA,English,True,67,8,BestBuy
20,Xiaomi,Mi 13 Pro,201.41,Positive,Canada,English,True,63,11,BestBuy
30,Xiaomi,Mi 13 Pro,435.15,Neutral,UAE,English,True,80,15,Flipkart
37,Realme,Realme Narzo 70,383.73,Positive,Australia,English,True,66,11,Amazon
25,Google,Pixel 6,719.6,Positive,USA,English,True,61,10,Amazon
36,Motorola,Edge 50,714.32,Neutral,UK,English,True,66,9,AliExpress
18,Xiaomi,Poco X6,511.38,Negative,Australia,English,True,51,9,eBay
18,Realme,Realme 12 Pro,244.79,Positive,Germany,German,True,60,12,AliExpress
33,Google,Pixel 6,871.47,Positive,Canada,English,False,50,8,eBay
24,OnePlus,OnePlus 11R,493.44,Neutral,Canada,English,True,68,11,eBay
43,Xiaomi,Poco X6,567.81,Positive,USA,English,True,81,14,Amazon
47,Xiaomi,Redmi Note 13,423.03,Positive,UAE,English,True,60,10,Flipkart
40,Google,Pixel 6,1064.31,Neutral,UK,English,True,71,14,Amazon
18,OnePlus,OnePlus 11R,822.47,Negative,India,Hindi,True,55,8,Flipkart
47,OnePlus,OnePlus 12,627.87,Negative,Brazil,Portuguese,False,59,9,BestBuy
18,Google,Pixel 8,879.52,Positive,UAE,English,True,74,12,Flipkart
30,Motorola,Edge 50,446.2,Neutral,UAE,English,True,80,15,Flipkart
18,Samsung,Galaxy Note 20,1273.55,Neutral,UK,English,True,82,13,Flipkart
18,Apple,iPhone 14,776.84,Positive,UK,English,False,81,14,AliExpress
48,Motorola,Razr 40,793.87,Neutral,Canada,English,True,61,12,Amazon
44,OnePlus,OnePlus Nord 3,476.36,Positive,Germany,German,True,60,12,Amazon
33,Apple,iPhone 15 Pro,1047.52,Positive,Canada,English,False,69,13,Flipkart
32,Motorola,Moto G Power,332.1,Neutral,Australia,English,True,61,12,AliExpress
18,Samsung,Galaxy S24,459.97,Negative,UAE,English,True,51,9,Flipkart
38,OnePlus,OnePlus 12,839.73,Positive,USA,English,True,66,10,eBay
23,Google,Pixel 8,817.88,Positive,Australia,English,True,60,10,eBay
29,Motorola,Razr 40,414.44,Neutral,UK,English,False,63,10,Flipkart
18,Samsung,Galaxy Note 20,1277.22,Positive,India,Hindi,True,74,12,Amazon
35,Google,Pixel 8,936.47,Positive,UK,English,True,57,10,BestBuy
19,OnePlus,OnePlus 11R,856.04,Negative,Brazil,Portuguese,False,60,12,BestBuy
35,Google,Pixel 7a,625.3,Positive,USA,English,True,47,9,Amazon
28,Samsung,Galaxy A55,1077.86,Positive,UAE,English,True,68,13,BestBuy
46,Realme,Realme Narzo 70,400.38,Positive,Australia,English,True,80,14,BestBuy
21,Google,Pixel 6,773.77,Negative,UAE,English,True,57,9,BestBuy
18,Samsung,Galaxy A55,637.62,Neutral,Canada,English,False,67,12,AliExpress
31,Apple,iPhone 13,1113.94,Positive,Canada,English,False,74,12,AliExpress
42,Google,Pixel 7a,675.31,Positive,USA,English,True,59,8,AliExpress
40,Google,Pixel 7a,500.48,Positive,USA,English,False,59,8,AliExpress
49,Google,Pixel 6,707.72,Positive,Brazil,Portuguese,True,64,12,AliExpress
23,Realme,Realme 12 Pro,360.8,Negative,Germany,German,True,46,7,AliExpress
21,Xiaomi,Redmi Note 13,302.89,Positive,USA,English,True,55,11,eBay
21,Realme,Realme 12 Pro,425.41,Neutral,UAE,English,True,57,9,BestBuy
45,Google,Pixel 8,991.15,Neutral,Australia,English,True,67,8,BestBuy
45,Realme,Realme 12 Pro,319.6,Neutral,USA,English,True,70,12,BestBuy
32,Apple,iPhone 13,1369.8,Neutral,Germany,German,True,66,13,eBay
19,Samsung,Galaxy Z Flip,669.07,Positive,USA,English,True,70,13,Amazon
34,Realme,Realme Narzo 70,384.43,Positive,India,Hindi,True,71,12,BestBuy
46,Google,Pixel 7a,1007.52,Neutral,Australia,English,True,64,8,BestBuy
20,Motorola,Moto G Power,670.01,Neutral,India,Hindi,True,75,14,Flipkart
37,Google,Pixel 8,780.99,Negative,USA,English,True,66,10,Amazon
24,Apple,iPhone 14,1251.04,Neutral,UK,English,True,67,12,AliExpress
18,Samsung,Galaxy Z Flip,1134.22,Neutral,Canada,English,True,70,12,eBay
31,Motorola,Edge 50,667.34,Positive,Germany,German,True,56,10,eBay
21,Samsung,Galaxy A55,1075.55,Neutral,UAE,English,False,63,10,BestBuy
18,Realme,Realme 12 Pro,342.54,Neutral,UK,English,True,61,12,Flipkart
36,Realme,Realme Narzo 70,283.17,Positive,India,Hindi,False,68,13,eBay
31,OnePlus,OnePlus 12,789.5,Positive,Brazil,Portuguese,True,64,11,BestBuy
18,Samsung,Galaxy A55,642.58,Positive,India,Hindi,True,56,10,eBay
31,Google,Pixel 8,667.03,Positive,Germany,German,True,60,12,Amazon
42,Google,Pixel 8,719.6,Negative,Australia,English,True,55,6,AliExpress
30,Samsung,Galaxy Note 20,628.69,Positive,Germany,German,False,59,9,AliExpress
27,Motorola,Moto G Power,645.99,Positive,UK,English,True,72,12,Flipkart
19,Xiaomi,Poco X6,381.88,Negative,Germany,German,True,67,13,Flipkart
37,Apple,iPhone 15 Pro,970.28,Neutral,Brazil,Portuguese,False,80,15,BestBuy
32,OnePlus,OnePlus 11R,766.71,Negative,India,Hindi,True,60,9,Flipkart
19,Apple,iPhone 13,1496.87,Positive,Australia,English,True,55,11,AliExpress
31,OnePlus,OnePlus Nord 3,426.05,Positive,UK,English,True,57,10,AliExpress
31,Xiaomi,Redmi Note 13,290.12,Positive,UK,English,True,77,14,Amazon
23,Google,Pixel 7a,908.46,Negative,Brazil,Portuguese,True,61,8,Flipkart
30,Apple,iPhone SE,1051.89,Positive,Germany,German,False,69,13,BestBuy
18,Apple,iPhone 14,800.45,Positive,Germany,German,True,55,10,BestBuy
34,Apple,iPhone 13,965.08,Negative,UAE,English,False,62,9,Flipkart
46,Realme,Realme 12 Pro,400.31,Positive,USA,English,True,55,11,Flipkart
35,Google,Pixel 7a,686.31,Positive,Canada,English,True,54,8,Flipkart
32,Apple,iPhone 14,792.57,Positive,USA,English,True,65,11,Flipkart
18,OnePlus,OnePlus Nord 3,873.53,Neutral,Canada,English,True,67,8,Flipkart
24,Google,Pixel 8,554.45,Negative,Germany,German,True,52,7,Flipkart
44,Google,Pixel 8,513.57,Positive,Brazil,Portuguese,True,74,12,Flipkart
28,Google,Pixel 7a,600.47,Positive,Australia,English,True,65,11,AliExpress
45,Realme,Realme Narzo 70,426.91,Positive,UAE,English,True,65,12,Amazon
42,OnePlus,OnePlus 11R,951.32,Positive,Germany,German,True,80,14,AliExpress
44,Motorola,Edge 50,550.37,Negative,UK,English,True,54,6,BestBuy
31,Samsung,Galaxy Z Flip,1202.71,Neutral,India,Hindi,True,65,10,Amazon
46,Samsung,Galaxy S24,895.82,Positive,Germany,German,True,56,10,BestBuy
24,Google,Pixel 8,519.01,Positive,UK,English,True,65,10,eBay
35,OnePlus,OnePlus Nord 3,373.9,Neutral,Brazil,Portuguese,True,66,13,eBay
21,Google,Pixel 8,1055.82,Neutral,Australia,English,True,73,12,BestBuy
35,Apple,iPhone 15 Pro,860.86,Negative,Australia,English,True,50,6,Flipkart
18,Xiaomi,Mi 13 Pro,561.07,Positive,Australia,English,True,55,10,BestBuy
23,Realme,Realme 12 Pro,272.68,Positive,USA,English,False,80,14,BestBuy
20,Motorola,Edge 50,458.93,Positive,UK,English,True,47,9,AliExpress
31,Xiaomi,Mi 13 Pro,462.01,Positive,USA,English,True,71,13,eBay
19,Motorola,Moto G Power,635.7,Positive,USA,English,True,56,10,AliExpress
35,Motorola,Edge 50,797.49,Positive,USA,English,True,80,14,Amazon
36,Apple,iPhone 13,792.99,Positive,USA,English,True,57,10,Amazon
33,Xiaomi,Mi 13 Pro,570.4,Negative,Canada,English,True,56,11,AliExpress
21,Google,Pixel 6,991.27,Positive,Canada,English,False,56,9,AliExpress
36,Google,Pixel 6,930.78,Positive,Germany,German,True,65,10,BestBuy
43,Realme,Realme Narzo 70,437.39,Positive,Australia,English,True,60,10,eBay
20,OnePlus,OnePlus 12,596.68,Negative,USA,English,True,46,10,BestBuy
18,Motorola,Edge 50,347.26,Positive,India,Hindi,True,65,11,eBay
26,Apple,iPhone SE,1002.08,Positive,UAE,English,True,58,9,AliExpress
26,Apple,iPhone SE,939.79,Negative,Brazil,Portuguese,True,60,8,Amazon
34,Samsung,Galaxy Z Flip,1307.35,Neutral,UK,English,False,66,13,eBay
46,OnePlus,OnePlus 12,629.49,Neutral,Australia,English,True,61,12,eBay
19,Apple,iPhone 15 Pro,1114.49,Positive,USA,English,True,77,14,Flipkart
21,Google,Pixel 6,782.89,Positive,UK,English,True,47,9,eBay
27,Xiaomi,Redmi Note 13,325.37,Positive,Canada,English,True,65,11,BestBuy
31,OnePlus,OnePlus 11R,914.84,Positive,UAE,English,True,66,10,eBay
27,OnePlus,OnePlus Nord 3,863.18,Negative,Canada,English,True,55,8,AliExpress
24,Xiaomi,Poco X6,536.65,Positive,Germany,German,False,71,13,Flipkart
18,Realme,Realme Narzo 70,540.6,Positive,Canada,English,True,58,10,AliExpress
32,Apple,iPhone 14,1363.86,Neutral,UK,English,True,73,12,eBay
32,Motorola,Razr 40,571.51,Neutral,Germany,German,True,72,10,AliExpress
18,Samsung,Galaxy Note 20,542.89,Positive,UAE,English,True,56,10,AliExpress
31,Samsung,Galaxy S24,441.56,Negative,UK,English,True,60,12,Flipkart
22,Xiaomi,Poco X6,664.81,Neutral,UK,English,True,70,12,BestBuy
30,Google,Pixel 7a,742.28,Positive,Germany,German,True,63,11,Amazon
39,Samsung,Galaxy Note 20,674.17,Neutral,Germany,German,True,66,9,BestBuy
38,Apple,iPhone 15 Pro,928.57,Neutral,USA,English,True,61,12,AliExpress
25,Samsung,Galaxy A55,1151.0,Neutral,Australia,English,True,72,10,eBay
22,Realme,Realme Narzo 70,212.27,Neutral,Australia,English,True,61,12,Amazon
42,Motorola,Razr 40,372.38,Positive,Germany,German,True,72,12,AliExpress
45,Google,Pixel 7a,692.88,Positive,UK,English,True,74,12,AliExpress
41,Apple,iPhone 15 Pro,875.72,Negative,India,Hindi,False,60,8,Amazon
34,OnePlus,OnePlus 11R,850.02,Negative,UK,English,True,67,13,AliExpress
27,Samsung,Galaxy Z Flip,1350.09,Positive,Germany,German,False,47,9,Flipkart
27,OnePlus,OnePlus 11R,425.49,Neutral,Brazil,Portuguese,True,82,13,Amazon
27,Apple,iPhone 15 Pro,1249.24,Neutral,USA,English,True,80,15,Amazon
41,Realme,Realme 12 Pro,248.92,Negative,Australia,English,True,51,9,eBay
18,Apple,iPhone 13,770.04,Negative,Canada,English,False,55,9,BestBuy
38,Google,Pixel 7a,657.35,Negative,Canada,English,True,59,9,Flipkart
23,Apple,iPhone 13,1056.87,Positive,Australia,English,True,50,8,Flipkart
24,Motorola,Razr 40,591.93,Neutral,Brazil,Portuguese,True,72,10,eBay
27,Apple,iPhone SE,1189.76,Positive,India,Hindi,True,61,10,Amazon
23,Xiaomi,Poco X6,560.77,Neutral,UK,English,True,62,11,AliExpress
42,Realme,Realme Narzo 70,258.08,Positive,Australia,English,True,55,11,BestBuy
32,Apple,iPhone 14,711.07,Negative,Australia,English,True,51,9,BestBuy
24,Google,Pixel 8,828.82,Positive,Canada,English,True,80,14,AliExpress
25,Samsung,Galaxy A55,1175.78,Neutral,Germany,German,True,69,10,BestBuy
44,Google,Pixel 8,925.24,Positive,Canada,English,True,56,10,BestBuy
22,Google,Pixel 7a,550.53,Positive,UK,English,True,71,12,Amazon
35,Apple,iPhone 14,1198.13,Positive,Australia,English,True,64,11,Flipkart
49,Xiaomi,Poco X6,300.4,Positive,Brazil,Portuguese,False,56,9,BestBuy
32,Realme,Realme Narzo 70,551.18,Negative,Brazil,Portuguese,True,56,11,Flipkart
21,Apple,iPhone 15 Pro,768.35,Positive,UK,English,True,68,13,Amazon
26,Google,Pixel 7a,740.02,Positive,UAE,English,False,65,11,AliExpress
26,Apple,iPhone SE,1079.85,Neutral,Brazil,Portuguese,True,82,13,Flipkart
27,OnePlus,OnePlus Nord 3,356.86,Neutral,UAE,English,False,73,12,AliExpress
24,Google,Pixel 6,619.81,Positive,Australia,English,False,65,10,AliExpress
36,OnePlus,OnePlus 11R,871.84,Positive,USA,English,True,65,10,AliExpress
21,OnePlus,OnePlus 12,629.63,Positive,Australia,English,True,56,10,eBay
33,Realme,Realme Narzo 70,368.92,Positive,Australia,English,True,81,14,eBay
34,Samsung,Galaxy S24,1001.14,Positive,Canada,English,True,65,10,BestBuy
30,Google,Pixel 8,502.12,Positive,UAE,English,True,74,12,eBay
30,Realme,Realme 12 Pro,339.76,Positive,Canada,English,False,60,12,eBay
40,Google,Pixel 8,1054.96,Negative,UK,English,False,46,7,Flipkart
24,Xiaomi,Redmi Note 13,516.55,Positive,UK,English,True,55,10,AliExpress
18,Apple,iPhone SE,1244.53,Neutral,Australia,English,True,63,10,BestBuy
38,Google,Pixel 8,1084.26,Positive,Canada,English,True,65,10,BestBuy
18,Apple,iPhone 14,750.14,Positive,Brazil,Portuguese,False,54,8,Flipkart
22,Google,Pixel 6,700.33,Neutral,USA,English,False,71,14,BestBuy
35,Xiaomi,Mi 13 Pro,517.52,Neutral,UAE,English,True,61,12,Amazon
32,Google,Pixel 7a,620.82,Positive,UAE,English,True,64,11,BestBuy
38,Apple,iPhone SE,1162.6,Neutral,Australia,English,False,66,13,Flipkart
20,Xiaomi,Redmi Note 13,307.6,Positive,Australia,English,True,70,13,eBay
28,Google,Pixel 8,973.0,Positive,Canada,English,True,56,10,eBay
31,Realme,Realme 12 Pro,510.32,Neutral,Canada,English,True,68,11,eBay
25,Xiaomi,Poco X6,555.16,Neutral,UK,English,False,69,10,Flipkart
22,Samsung,Galaxy A55,1114.06,Negative,Canada,English,True,68,11,Amazon
18,Xiaomi,Redmi Note 13,359.11,Positive,UAE,English,False,66,11,BestBuy
23,Realme,Realme 12 Pro,547.49,Positive,Brazil,Portuguese,True,55,10,Amazon
33,Motorola,Moto G Power,471.7,Negative,UAE,English,True,55,6,AliExpress
52,Motorola,Moto G Power,519.58,Neutral,UAE,English,True,67,8,AliExpress
26,OnePlus,OnePlus 12,914.97,Positive,Australia,English,True,74,12,BestBuy
18,Apple,iPhone SE,812.92,Positive,USA,English,True,59,9,AliExpress
25,Motorola,Edge 50,454.43,Positive,Brazil,Portuguese,False,64,12,Amazon
50,OnePlus,OnePlus 11R,858.46,Negative,Canada,English,False,47,8,Flipkart
30,Google,Pixel 6,721.94,Positive,India,Hindi,True,56,9,Amazon
30,OnePlus,OnePlus Nord 3,845.65,Positive,Australia,English,False,63,11,BestBuy
37,OnePlus,OnePlus 11R,402.57,Neutral,UAE,English,True,64,11,Flipkart
30,OnePlus,OnePlus 12,369.11,Neutral,UK,English,False,69,10,Amazon
32,Samsung,Galaxy A55,1351.84,Neutral,Germany,German,True,63,10,Amazon
28,Xiaomi,Poco X6,650.27,Positive,UK,English,True,65,10,AliExpress
26,OnePlus,OnePlus 11R,918.81,Positive,Germany,German,True,80,14,Amazon
41,Samsung,Galaxy S24,698.13,Neutral,Canada,English,False,67,8,AliExpress
35,OnePlus,OnePlus Nord 3,854.77,Negative,India,Hindi,True,52,7,eBay
27,Motorola,Razr 40,396.25,Negative,Brazil,Portuguese,True,66,10,AliExpress
38,Apple,iPhone 15 Pro,735.81,Positive,USA,English,True,81,14,Amazon
22,Realme,Realme Narzo 70,423.1,Negative,USA,English,True,54,12,BestBuy
30,Apple,iPhone 15 Pro,1165.24,Positive,Brazil,Portuguese,True,66,10,Flipkart
26,Realme,Realme 12 Pro,407.72,Positive,UAE,English,True,69,13,AliExpress
37,Motorola,Edge 50,440.86,Negative,UK,English,False,56,8,eBay
26,Motorola,Razr 40,749.17,Positive,UK,English,True,65,10,AliExpress
31,OnePlus,OnePlus 11R,611.38,Neutral,UK,English,True,61,12,BestBuy
34,Apple,iPhone 15 Pro,1125.82,Neutral,Australia,English,False,62,10,BestBuy
33,Xiaomi,Poco X6,282.93,Neutral,Brazil,Portuguese,True,82,13,AliExpress
44,Apple,iPhone 13,1126.15,Positive,India,Hindi,True,77,14,AliExpress
19,Realme,Realme 12 Pro,521.6,Negative,Brazil,Portuguese,True,66,10,eBay
29,Motorola,Moto G Power,572.68,Positive,Brazil,Portuguese,False,77,14,Flipkart
35,Google,Pixel 6,660.66,Positive,Canada,English,True,47,9,BestBuy
23,Motorola,Razr 40,691.79,Positive,USA,English,True,74,12,AliExpress
43,OnePlus,OnePlus 11R,443.93,Negative,Canada,English,True,45,7,Flipkart
34,Xiaomi,Mi 13 Pro,568.25,Positive,UK,English,True,81,14,Amazon
26,Motorola,Moto G Power,346.56,Neutral,UK,English,True,67,12,eBay
32,Motorola,Edge 50,303.92,Neutral,Brazil,Portuguese,True,67,8,Amazon
37,Samsung,Galaxy A55,1281.11,Positive,Brazil,Portuguese,True,55,11,BestBuy
49,Xiaomi,Mi 13 Pro,690.71,Negative,India,Hindi,True,57,9,Flipkart
18,Realme,Realme 12 Pro,215.73,Positive,Canada,English,True,77,14,AliExpress
18,Google,Pixel 8,889.09,Positive,UAE,English,True,74,12,Amazon
18,Realme,Realme Narzo 70,591.52,Negative,Germany,German,True,45,7,AliExpress
37,Samsung,Galaxy S24,633.34,Positive,UAE,English,True,78,14,BestBuy
27,Samsung,Galaxy Z Flip,1110.37,Neutral,Brazil,Portuguese,True,67,12,Amazon
39,Realme,Realme 12 Pro,394.68,Negative,Germany,German,True,68,11,eBay
24,OnePlus,OnePlus 11R,736.64,Positive,Brazil,Portuguese,False,58,10,Flipkart
22,Google,Pixel 8,556.08,Positive,Germany,German,True,63,11,eBay
28,Google,Pixel 7a,822.6,Neutral,Australia,English,True,67,12,Amazon
22,Xiaomi,Mi 13 Pro,333.67,Positive,UAE,English,True,66,10,Amazon
33,OnePlus,OnePlus 12,970.0,Positive,Germany,German,True,50,8,Flipkart
18,Motorola,Edge 50,259.31,Negative,UAE,English,False,55,8,AliExpress
24,OnePlus,OnePlus Nord 3,823.51,Positive,UAE,English,True,59,9,eBay
30,Apple,iPhone SE,1062.58,Positive,India,Hindi,True,61,10,Flipkart
22,Samsung,Galaxy Note 20,561.57,Negative,Germany,German,True,53,9,AliExpress
35,Samsung,Galaxy Z Flip,1327.24,Positive,Germany,German,True,70,13,AliExpress
28,Realme,Realme 12 Pro,192.68,Negative,Australia,English,False,61,8,Flipkart
24,Motorola,Moto G Power,285.03,Neutral,India,Hindi,False,60,9,eBay
38,Samsung,Galaxy A55,486.64,Positive,Brazil,Portuguese,True,71,13,Amazon
44,Google,Pixel 7a,910.42,Neutral,USA,English,True,65,10,Flipkart
25,Motorola,Razr 40,721.68,Positive,Canada,English,True,63,11,Flipkart
37,Xiaomi,Poco X6,422.4,Positive,Brazil,Portuguese,True,71,12,Flipkart
32,Apple,iPhone SE,1238.99,Negative,India,Hindi,True,50,6,Flipkart
40,Realme,Realme 12 Pro,549.71,Neutral,USA,English,True,67,8,AliExpress
40,Google,Pixel 8,603.05,Negative,UAE,English,False,56,11,BestBuy
44,Samsung,Galaxy Note 20,1234.46,Negative,UAE,English,True,55,8,AliExpress
31,Samsung,Galaxy Note 20,1070.37,Neutral,Canada,English,True,65,11,Flipkart
25,Google,Pixel 7a,734.11,Positive,USA,English,False,71,12,Flipkart
31,Samsung,Galaxy S24,631.88,Neutral,Australia,English,False,69,10,Amazon
29,Google,Pixel 8,754.56,Positive,Germany,German,False,65,11,AliExpress
32,Realme,Realme 12 Pro,277.05,Positive,Australia,English,False,58,9,Flipkart
25,Motorola,Razr 40,661.49,Neutral,UK,English,True,70,12,BestBuy
21,Samsung,Galaxy A55,534.96,Positive,USA,English,True,72,12,Amazon
41,Xiaomi,Redmi Note 13,477.89,Positive,USA,English,True,65,11,AliExpress
33,OnePlus,OnePlus Nord 3,469.03,Positive,India,Hindi,True,59,8,AliExpress
27,OnePlus,OnePlus Nord 3,807.59,Positive,UK,English,True,65,10,Flipkart
26,Samsung,Galaxy A55,996.55,Positive,Brazil,Portuguese,True,66,11,BestBuy
40,Google,Pixel 8,1097.12,Positive,UAE,English,True,60,12,Amazon
38,Xiaomi,Redmi Note 13,505.67,Negative,Germany,German,False,52,7,AliExpress
24,Xiaomi,Poco X6,339.2,Negative,Australia,English,False,50,6,eBay
39,Apple,iPhone 15 Pro,849.94,Negative,Brazil,Portuguese,True,55,10,eBay
29,Apple,iPhone 15 Pro,1263.41,Neutral,UAE,English,True,67,8,AliExpress
22,Samsung,Galaxy A55,970.09,Positive,Brazil,Portuguese,True,65,10,BestBuy
44,Xiaomi,Redmi Note 13,532.9,Neutral,India,Hindi,True,70,12,AliExpress
29,Xiaomi,Mi 13 Pro,438.02,Positive,UK,English,True,77,14,BestBuy
